R74	93.73	82.55	90.00	9.76M	0805
R75	87.88	81.53	0.00	10M	0805
R76	88.65	91.19	180.00	100k	0805
R77	91.69	89.41	90.00	100	0805
R78	93.73	89.41	90.00	10k	0805
R79	176.78	65.79	90.00	10k	0603-RES
R8	41.15	58.93	0.00	10M	0603-RES
R80	40.89	34.04	180.00	0	0603-RES
R81	37.59	34.04	0.00	0	0603-RES
R82	90.68	17.02	0.00	10M	0805
R83	90.42	14.99	0.00	10M	0805
R84	92.71	12.95	0.00	9.76M	0805
R85	93.73	17.78	270.00	10M	0805
R86	104.90	14.99	90.00	100k	0805
R87	102.11	12.45	0.00	100	0805
R88	102.36	10.41	0.00	10k	0805
R89	104.39	73.66	270.00		0603-RES
R9	42.93	68.58	180.00	100k	0603-RES
R90	106.93	76.45	90.00		0603-RES
R91	108.97	76.20	90.00		0603-RES
R92	104.39	77.22	90.00	10M	0805
R93	106.93	80.01	90.00	10M	0805
R94	108.97	82.30	90.00	9.76M	0805
R95	103.38	80.01	0.00	10M	0805
R96	105.16	90.68	180.00	100k	0805
R97	108.97	90.17	90.00	100	0805
R98	111.00	90.42	90.00	10k	0805
R99	169.80	50.93	180.00	10M	0603-RES
TM1	49.53	61.56	0.00	500k	TC33X
TM10	112.01	85.44	0.00	500k	TC33X
TM11	179.07	61.56	0.00	500k	TC33X
TM12	241.55	85.44	0.00	500k	TC33X
TM13	164.50	58.67	90.00	500k	TC33X
TM14	227.68	52.07	270.00	500k	TC33X
TM15	192.79	85.44	0.00	500k	TC33X
TM16	226.15	36.83	270.00	500k	TC33X
TM17	209.04	85.94	0.00	500k	TC33X
TM18	227.17	23.11	270.00	500k	TC33X
TM19	226.31	85.44	0.00	500k	TC33X
TM2	34.96	58.67	90.00	500k	TC33X
TM20	225.64	9.40	270.00	500k	TC33X
TM21	308.36	61.56	0.00	500k	TC33X
TM22	370.84	85.44	0.00	500k	TC33X
TM23	293.79	58.67	90.00	500k	TC33X
TM24	356.96	52.07	270.00	500k	TC33X
TM25	322.07	85.44	0.00	500k	TC33X
